Grainger Blue Path	L1	Segment_Name	L2	Family_Name	L3	Category_Name	Gamut PIM Path	Gamut Category ID	Gamut Category Name	"Gamut Node ID
Node ID"	Gamut Node Name	Grainger-Gamut Terminal Node Mapping	Grainger_Attribute_Definition	Grainger_Category_Specific_Definition	Grainger Attribute Sample Values	Grainger_Attr_ID	Grainger_Attribute_Name	Identified Matching Gamut Attribute Name (use semi-colon to separate names)	Identified Matching Grainger Attribute Name (use semi-colon to separate names)	Analyst Notes	Taxonomist Notes	Gamut_Attribute_Name	Gamut_Attr_ID	Gamut Attribute Sample Values	Gamut_Attribute_Definition	Matching
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heater Accessories > Electric Wall Heater Covers & Mounting Frames"	9518	"Heating, Ventilation, & Air Conditioning"	9646	Electric Wall Heater Covers & Mounting Frames	Electric Wall Heater Accessories -- Electric Wall Heater Covers & Mounting Frames							Standards			RoHS Compliant	177546			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heater Accessories > Electric Wall Heater Covers & Mounting Frames"	9518	"Heating, Ventilation, & Air Conditioning"	9646	Electric Wall Heater Covers & Mounting Frames	Electric Wall Heater Accessories -- Electric Wall Heater Covers & Mounting Frames							Standards			Specifications Met	177542			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heater Accessories > Electric Wall Heater Duct Kits"	9518	"Heating, Ventilation, & Air Conditioning"	9647	Electric Wall Heater Duct Kits	Electric Wall Heater Accessories -- Electric Wall Heater Duct Kits							Standards			RoHS Compliant	177598			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heater Accessories > Electric Wall Heater Duct Kits"	9518	"Heating, Ventilation, & Air Conditioning"	9647	Electric Wall Heater Duct Kits	Electric Wall Heater Accessories -- Electric Wall Heater Duct Kits							Standards			Specifications Met	177594			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > HVAC Controls & Thermostats > Temperature Controllers > Thermostats > Wireless Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9995	Wireless Thermostats	Electric Wall Heater Accessories -- Wireless Thermostats							Standards			RoHS Compliant	187171			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > HVAC Controls & Thermostats > Temperature Controllers > Thermostats > Wireless Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9995	Wireless Thermostats	Electric Wall Heater Accessories -- Wireless Thermostats							Standards			Specifications Met	187167			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters							Standards			Certifications	177602			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters							Standards			RoHS Compliant	177636			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters							Standards			Specifications Met	177632			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Washdown Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3685	Electric Washdown Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Electric Washdown Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9568	Electric Washdown Heaters	Electric Washdown Heaters -- Electric Washdown Heaters							Standards			Certifications	177640			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Washdown Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3685	Electric Washdown Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Electric Washdown Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9568	Electric Washdown Heaters	Electric Washdown Heaters -- Electric Washdown Heaters							Standards			RoHS Compliant	177669			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Washdown Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3685	Electric Washdown Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Electric Washdown Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9568	Electric Washdown Heaters	Electric Washdown Heaters -- Electric Washdown Heaters							Standards			Specifications Met	177665			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Hazardous Location Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3714	Hazardous Location Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Hazardous Location Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9573	Hazardous Location Heaters	Hazardous Location Heaters -- Hazardous Location Heaters							Standards			Certifications	178064			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Hazardous Location Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3714	Hazardous Location Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Hazardous Location Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9573	Hazardous Location Heaters	Hazardous Location Heaters -- Hazardous Location Heaters							Standards			RoHS Compliant	178093			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Hazardous Location Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3714	Hazardous Location Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Hazardous Location Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9573	Hazardous Location Heaters	Hazardous Location Heaters -- Hazardous Location Heaters							Standards			Specifications Met	178089			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cable Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	8662	Heating Cable Accessories	Process Heating & Cooling > Heaters > Heater Accessories > Heat Cable Accessories > Heat Cable Application Tape	6045	Process Heating & Cooling	6059	Heat Cable Application Tape	Heating Cable Accessories -- Heat Cable Application Tape							Standards			RoHS Compliant	116070			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cable Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	8662	Heating Cable Accessories	Process Heating & Cooling > Heaters > Heater Accessories > Heat Cable Accessories > Heat Cable Application Tape	6045	Process Heating & Cooling	6059	Heat Cable Application Tape	Heating Cable Accessories -- Heat Cable Application Tape							Standards			Specifications Met	116069			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cable Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	8662	Heating Cable Accessories	Process Heating & Cooling > Heaters > Heater Accessories > Heat Cable Accessories > Heat Cable End Seals	6045	Process Heating & Cooling	6060	Heat Cable End Seals	Heating Cable Accessories -- Heat Cable End Seals							Standards			RoHS Compliant	116085			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cable Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	8662	Heating Cable Accessories	Process Heating & Cooling > Heaters > Heater Accessories > Heat Cable Accessories > Heat Cable End Seals	6045	Process Heating & Cooling	6060	Heat Cable End Seals	Heating Cable Accessories -- Heat Cable End Seals							Standards			Specifications Met	116084			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cable Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	8662	Heating Cable Accessories	Process Heating & Cooling > Heaters > Heater Accessories > Heat Cable Accessories > Heat Cable Mounting Kits	6045	Process Heating & Cooling	6061	Heat Cable Mounting Kits	Heating Cable Accessories -- Heat Cable Mounting Kits							Standards			RoHS Compliant	116100			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cable Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	8662	Heating Cable Accessories	Process Heating & Cooling > Heaters > Heater Accessories > Heat Cable Accessories > Heat Cable Mounting Kits	6045	Process Heating & Cooling	6061	Heat Cable Mounting Kits	Heating Cable Accessories -- Heat Cable Mounting Kits							Standards			Specifications Met	116099			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cable Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	8662	Heating Cable Accessories	Process Heating & Cooling > Heaters > Heater Accessories > Heat Cable Accessories > Heat Cable Power & Splicing Kits	6045	Process Heating & Cooling	6062	Heat Cable Power & Splicing Kits	Heating Cable Accessories -- Heat Cable Power & Splicing Kits							Standards			RoHS Compliant	116112			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cable Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	8662	Heating Cable Accessories	Process Heating & Cooling > Heaters > Heater Accessories > Heat Cable Accessories > Heat Cable Power & Splicing Kits	6045	Process Heating & Cooling	6062	Heat Cable Power & Splicing Kits	Heating Cable Accessories -- Heat Cable Power & Splicing Kits							Standards			Specifications Met	116111			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cables	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3717	Heating Cables	Process Heating & Cooling > Heaters > Heat Cable > Heat Cable	6045	Process Heating & Cooling	6053	Heat Cable	Heating Cables -- Heat Cable							Standards			RoHS Compliant	115962			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cables	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3717	Heating Cables	Process Heating & Cooling > Heaters > Heat Cable > Heat Cable	6045	Process Heating & Cooling	6053	Heat Cable	Heating Cables -- Heat Cable							Standards			Specifications Met	115961			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cables	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3717	Heating Cables	Process Heating & Cooling > Heaters > Heat Cable > Heat Cable Kits	6045	Process Heating & Cooling	6054	Heat Cable Kits	Heating Cables -- Heat Cable Kits							Standards			RoHS Compliant	115993			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cables	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3717	Heating Cables	Process Heating & Cooling > Heaters > Heat Cable > Heat Cable Kits	6045	Process Heating & Cooling	6054	Heat Cable Kits	Heating Cables -- Heat Cable Kits							Standards			Specifications Met	115992			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3737	Portable Electric Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Portable Electric Heaters -- Electric Utility Heaters							Standards			Certifications	177474			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3737	Portable Electric Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Portable Electric Heaters -- Electric Utility Heaters							Standards			RoHS Compliant	177499			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3737	Portable Electric Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Portable Electric Heaters -- Electric Utility Heaters							Standards			Specifications Met	177495			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Switches"	9518	"Heating, Ventilation, & Air Conditioning"	9543	Electric Ceiling Heater Switches	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Switches							Switch Type			Switch Style	176914			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9544	Electric Ceiling Heater Thermostats	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Thermostats							Switch Type			Switch Style	176937			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Switches"	9518	"Heating, Ventilation, & Air Conditioning"	9638	Electric Unit Heater Switches	Electric Unit Heater Accessories -- Electric Unit Heater Switches							Switch Type			Switch Style	177420			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Thermostats & Controls"	9518	"Heating, Ventilation, & Air Conditioning"	9639	Electric Unit Heater Thermostats & Controls	Electric Unit Heater Accessories -- Electric Unit Heater Thermostats & Controls							Switch Type			Switch Style	177347			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3672	Electric Baseboard Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Baseboard Heater Accessories > Baseboard Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9529	Baseboard Heater Thermostats	Electric Baseboard Heater Accessories -- Baseboard Heater Thermostats							Temp. Range			Maximum Temperature	176772			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3672	Electric Baseboard Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Baseboard Heater Accessories > Baseboard Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9529	Baseboard Heater Thermostats	Electric Baseboard Heater Accessories -- Baseboard Heater Thermostats							Temp. Range			Minimum Temperature	176773			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3672	Electric Baseboard Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Baseboard Heater Accessories > Electric Baseboard Heater Remote Controls"	9518	"Heating, Ventilation, & Air Conditioning"	9531	Electric Baseboard Heater Remote Controls	Electric Baseboard Heater Accessories -- Electric Baseboard Heater Remote Controls							Temp. Range			Maximum Temperature	176839			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3672	Electric Baseboard Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Baseboard Heater Accessories > Electric Baseboard Heater Remote Controls"	9518	"Heating, Ventilation, & Air Conditioning"	9531	Electric Baseboard Heater Remote Controls	Electric Baseboard Heater Accessories -- Electric Baseboard Heater Remote Controls							Temp. Range			Minimum Temperature	176840			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9544	Electric Ceiling Heater Thermostats	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Thermostats							Temp. Range			Maximum Temperature	176934			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9544	Electric Ceiling Heater Thermostats	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Thermostats							Temp. Range			Minimum Temperature	176935			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Thermostats & Controls"	9518	"Heating, Ventilation, & Air Conditioning"	9639	Electric Unit Heater Thermostats & Controls	Electric Unit Heater Accessories -- Electric Unit Heater Thermostats & Controls							Temp. Range			Maximum Temperature	177344			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Thermostats & Controls"	9518	"Heating, Ventilation, & Air Conditioning"	9639	Electric Unit Heater Thermostats & Controls	Electric Unit Heater Accessories -- Electric Unit Heater Thermostats & Controls							Temp. Range			Minimum Temperature	177345			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Baseboard Heater Accessories > Electric Kickspace Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9532	Electric Kickspace Heater Thermostats	Electric Wall Heater Accessories -- Electric Kickspace Heater Thermostats							Temp. Range			Maximum Temperature	177238			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Baseboard Heater Accessories > Electric Kickspace Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9532	Electric Kickspace Heater Thermostats	Electric Wall Heater Accessories -- Electric Kickspace Heater Thermostats							Temp. Range			Minimum Temperature	177239			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Floor Heaters > Electric Floor Heater & Heating Mat Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9570	Electric Floor Heater & Heating Mat Thermostats	Electric Wall Heater Accessories -- Electric Floor Heater & Heating Mat Thermostats							Temp. Range			Maximum Temperature	177090			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Floor Heaters > Electric Floor Heater & Heating Mat Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9570	Electric Floor Heater & Heating Mat Thermostats	Electric Wall Heater Accessories -- Electric Floor Heater & Heating Mat Thermostats							Temp. Range			Minimum Temperature	177091			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > HVAC Controls & Thermostats > Temperature Controllers > Thermostats > Wireless Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9995	Wireless Thermostats	Electric Wall Heater Accessories -- Wireless Thermostats							Temp. Range			Maximum Control Temperature	187134			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > HVAC Controls & Thermostats > Temperature Controllers > Thermostats > Wireless Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9995	Wireless Thermostats	Electric Wall Heater Accessories -- Wireless Thermostats							Temp. Range			Minimum Control Temperature	187135			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3680	Electric Unit Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Unit Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9630	Electric Unit Heaters	Electric Unit Heaters -- Electric Unit Heaters							Temp. Rise			Air Temperature Rise	177441			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Utility Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3681	Electric Utility Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Electric Utility Heaters -- Electric Utility Heaters							Temp. Rise			Air Temperature Rise	177476			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Transformers"	9518	"Heating, Ventilation, & Air Conditioning"	9545	Electric Ceiling Heater Transformers	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Transformers							Voltage			Primary Voltage	176974			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Transformers"	9518	"Heating, Ventilation, & Air Conditioning"	9545	Electric Ceiling Heater Transformers	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Transformers							Voltage			Secondary Voltage	176975			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters							Wall Opening Depth			For Cutout Depth	177606			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters							Wall Opening Height			For Cutout Height	177607			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters							Wall Opening Width			For Cutout Width	177608			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3673	Electric Baseboard Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Electric Baseboard Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9535	Electric Baseboard Heaters	Electric Baseboard Heaters -- Electric Baseboard Heaters							Watts			Power	176868			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3673	Electric Baseboard Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Hydronic Baseboard Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9538	Hydronic Baseboard Heaters	Electric Baseboard Heaters -- Hydronic Baseboard Heaters							Watts			Power	178131			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Infrared Heater Elements	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	18851	Electric Infrared Heater Elements	"Heating, Ventilation, & Air Conditioning > Heaters > Infrared & Radiant Heaters > Infrared Heater Accessories > Electric Infrared Heater Accessories > Electric Infrared Heater Elements"	9518	"Heating, Ventilation, & Air Conditioning"	9587	Electric Infrared Heater Elements	Electric Infrared Heater Elements -- Electric Infrared Heater Elements							Watts			Power	177127			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Infrared Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3677	Electric Infrared Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Infrared & Radiant Heaters > Electric Infrared Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9578	Electric Infrared Heaters	Electric Infrared Heaters -- Electric Infrared Heaters							Watts			Power	217470			Gamut Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters							Watts			Power	177626			Gamut Only
